CourseSectionOrigID,Bb_UserPK,EnrollmentStatus,EnrollmentReason,Gender,FinalGradeCEMS,Gradebook_Item,Item_Position,Gradebook_Type,Gradebook_Date,Grade_Category,Status,Points_Earned,Points_Attempted,Points_Possible,last_access_date
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,0.3: Intro Assignment - Submitting Files,10,N,21:40.7,Hw,,5,0,5,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,1.1: Quiz,11,N,49:11.4,Qz,,10,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,1.2: Quiz,12,N,24:09.6,Qz,,10,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,1.3: Create a Living Creature,13,N,16:17.7,Hw,,11,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,1.3: Create a Living Creature - Discussion Board,14,N,56:14.8,Hw,,10,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,1.4: Negative Feedback Loop Flowchart,15,N,46:07.5,Hw,,9.5,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,1.5: Quiz,16,N,29:40.8,Qz,,10,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,Unit 1 Assessment: Pickle Autopsy Lab,17,N,44:35.3,Hw,,30,0,30,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,PROGRESS CHECK 1 @ 02-18-16,18,P,NULL,,,105.5,105,105,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,2.1: Types of Membranes,19,N,22:21.9,Hw,,4,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,2.2 - 2.3: Quiz,20,N,20:19.5,Qz,,10,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,2.4 - 2.5 Quiz,21,N,31:06.0,Qz,,10,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,2.6: Quiz,22,N,20:19.6,Qz,,9,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,Unit 2 Assessment: Test,23,N,10:54.0,Qz,,27,0,30,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,3.1: Models of the Integumentary System,24,N,51:14.9,Hw,,10,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,3.2 - 3.3: Quiz,25,N,15:34.5,Qz,,10,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,3.4: Skin Twin - Discussion Board,26,N,45:51.4,Hw,,8.5,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,Unit 3 Assessment: UV Exposure Lab,27,N,22:08.7,Hw,,19.5,0,30,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,PROGRESS CHECK 2 @ 03-16-16,28,P,NULL,,,213.5,235,235,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,4.2: Balloon Skull Lab,29,N,15:43.4,Hw,,10,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,4.1 - 4.3: Quiz,30,N,20:31.4,Qz,,8,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,4.4: Quiz,31,N,03:52.1,Qz,,10,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,4.5: Muscle Movements in our Daily Life,32,N,50:04.0,Hw,,10,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,4.6: Soda and Osteoporosis Research Writing,33,N,58:35.6,Hw,,9.25,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,Unit 4 Assessment: Test,34,N,NULL,Qz,,NULL,0,30,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,5.1: Quiz,35,N,30:13.9,Qz,,8,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,5.4: Muscle Tissue Types Chart,36,N,25:17.1,Hw,,10,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,5.2 - 5.4: Quiz,37,N,52:52.4,Qz,,5,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,PROGRESS CHECK 3 @ 04-19-16,38,P,NULL,,,283.75,345,345,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,5.5: Naming Skeletal Muscle - Discussion Board,39,N,NULL,Hw,,NULL,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,5.6: Quiz,40,N,NULL,Qz,,NULL,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,Unit 5 Assessment: Fitness Class Poster,41,N,NULL,Hw,,NULL,0,30,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,6.1: Quiz,42,N,NULL,Qz,,NULL,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,6.2: Helmet Law - Discussion Board,43,N,NULL,Hw,,NULL,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,6.3 - 6.4: Quiz,44,N,NULL,Qz,,NULL,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,6.5: Diagramming the Nervous System,45,N,NULL,Hw,,NULL,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,Unit 6 Assessment: Test,46,N,NULL,Qz,,NULL,0,30,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,PROGRESS CHECK 4 @ 05-16-16,47,P,NULL,,,283.75,465,465,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,7.1: Quiz,48,N,NULL,Qz,,NULL,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,7.2: Virtual Eye Dissection,49,N,NULL,Hw,,NULL,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,7.3: Anatomy and Physiology of Hearing Flow Chart,50,N,NULL,Hw,,NULL,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,7.4: Quiz,51,N,NULL,Qz,,NULL,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,Unit 7 Assessment: Create Your Own Senses Experiment,52,N,NULL,Hw,,NULL,0,30,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,8.1 - 8.3: Quiz,53,N,NULL,Qz,,NULL,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,8.4: Negative Feedback Loops of the Endocrine Pancreas,54,N,NULL,Hw,,NULL,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,8.5: Modeling Leptin and Obesity,55,N,NULL,Hw,,NULL,0,10,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,Unit 8 Assessment: Test,56,N,NULL,Qz,,NULL,0,30,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,Final Exam,57,N,NULL,,,NULL,0,30,41:39.6
AnPhA-S216-02,94545,Approved/Enrolled,Other,F,45.4,POINTS EARNED & TOTAL COURSE POINTS,58,T,NULL,,,283.75,0,625,41:39.6
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,POINTS EARNED & TOTAL COURSE POINTS,6,T,NULL,,,533.38,0,625,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,WORK ATTEMPTED,7,T,NULL,,,533.38,585,585,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,0.1: Message Your Instructor,8,N,26:17.0,,,5,0,5,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,0.2: Intro Assignment - Discussion Board,9,N,31:17.0,Hw,,5,0,5,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,0.3: Intro Assignment - Submitting Files,10,N,53:17.3,Hw,,5,0,5,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,1.1: Quiz,11,N,37:26.4,Qz,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,1.2: Quiz,12,N,56:45.0,Qz,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,1.3: Create a Living Creature,13,N,43:48.4,Hw,,9,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,1.3: Create a Living Creature - Discussion Board,14,N,47:29.4,Hw,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,1.4: Negative Feedback Loop Flowchart,15,N,41:05.5,Hw,,6.88,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,1.5: Quiz,16,N,22:12.5,Qz,,9,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,Unit 1 Assessment: Pickle Autopsy Lab,17,N,24:54.7,Hw,,30,0,30,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,PROGRESS CHECK 1 @ 02-18-16,18,P,NULL,,,99.88,105,105,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,2.1: Types of Membranes,19,N,01:03.4,Hw,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,2.2 - 2.3: Quiz,20,N,07:06.6,Qz,,9,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,2.4 - 2.5 Quiz,21,N,45:10.1,Qz,,7,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,2.6: Quiz,22,N,57:51.2,Qz,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,Unit 2 Assessment: Test,23,N,58:00.6,Qz,,29,0,30,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,3.1: Models of the Integumentary System,24,N,13:30.2,Hw,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,3.2 - 3.3: Quiz,25,N,38:46.3,Qz,,9,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,3.4: Skin Twin - Discussion Board,26,N,03:03.7,Hw,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,Unit 3 Assessment: UV Exposure Lab,27,N,36:25.9,Hw,,30,0,30,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,PROGRESS CHECK 2 @ 03-16-16,28,P,NULL,,,223.88,235,235,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,4.2: Balloon Skull Lab,29,N,44:25.2,Hw,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,4.1 - 4.3: Quiz,30,N,10:46.2,Qz,,9,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,4.4: Quiz,31,N,34:27.1,Qz,,8,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,4.5: Muscle Movements in our Daily Life,32,N,12:34.7,Hw,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,4.6: Soda and Osteoporosis Research Writing,33,N,45:06.8,Hw,,9,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,Unit 4 Assessment: Test,34,N,40:07.3,Qz,,24,0,30,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,5.1: Quiz,35,N,12:29.0,Qz,,9,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,5.4: Muscle Tissue Types Chart,36,N,29:07.5,Hw,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,5.2 - 5.4: Quiz,37,N,25:11.9,Qz,,7,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,PROGRESS CHECK 3 @ 04-19-16,38,P,NULL,,,319.88,345,345,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,5.5: Naming Skeletal Muscle - Discussion Board,39,N,23:56.1,Hw,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,5.6: Quiz,40,N,36:27.8,Qz,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,Unit 5 Assessment: Fitness Class Poster,41,N,53:36.5,Hw,,30,0,30,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,6.1: Quiz,42,N,13:36.6,Qz,,9,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,6.2: Helmet Law - Discussion Board,43,N,24:05.8,Hw,,5.5,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,6.3 - 6.4: Quiz,44,N,22:19.6,Qz,,8,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,6.5: Diagramming the Nervous System,45,N,59:47.0,Hw,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,Unit 6 Assessment: Test,46,N,46:34.7,Qz,,26,0,30,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,PROGRESS CHECK 4 @ 05-16-16,47,P,NULL,,,428.38,465,465,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,7.1: Quiz,48,N,26:51.1,Qz,,7,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,7.2: Virtual Eye Dissection,49,N,42:49.1,Hw,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,7.3: Anatomy and Physiology of Hearing Flow Chart,50,N,34:31.0,Hw,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,7.4: Quiz,51,N,09:49.3,Qz,,6,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,Unit 7 Assessment: Create Your Own Senses Experiment,52,N,NULL,Hw,,NULL,0,30,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,8.1 - 8.3: Quiz,53,N,10:08.1,Qz,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,8.4: Negative Feedback Loops of the Endocrine Pancreas,54,N,31:53.0,Hw,,10,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,8.5: Modeling Leptin and Obesity,55,N,NULL,Hw,,NULL,0,10,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,Unit 8 Assessment: Test,56,N,39:55.5,Qz,,25,0,30,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,Final Exam,57,N,47:14.1,,,27,0,30,58:12.5
AnPhA-S216-02,94550,Approved/Enrolled,Other,F,85.3408,POINTS EARNED & TOTAL COURSE POINTS,58,T,NULL,,,533.38,0,625,58:12.5
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,POINTS EARNED & TOTAL COURSE POINTS,6,T,NULL,,,460.38,0,625,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,WORK ATTEMPTED,7,T,NULL,,,460.38,515,515,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,0.1: Message Your Instructor,8,N,27:56.6,,,5,0,5,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,0.2: Intro Assignment - Discussion Board,9,N,59:48.7,Hw,,5,0,5,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,0.3: Intro Assignment - Submitting Files,10,N,41:32.8,Hw,,5,0,5,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,1.1: Quiz,11,N,39:55.2,Qz,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,1.2: Quiz,12,N,32:58.8,Qz,,8,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,1.3: Create a Living Creature,13,N,04:21.1,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,1.3: Create a Living Creature - Discussion Board,14,N,06:13.1,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,1.4: Negative Feedback Loop Flowchart,15,N,14:44.4,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,1.5: Quiz,16,N,07:43.5,Qz,,8,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,Unit 1 Assessment: Pickle Autopsy Lab,17,N,00:17.8,Hw,,27.75,0,30,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,PROGRESS CHECK 1 @ 02-18-16,18,P,NULL,,,98.75,105,105,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,2.1: Types of Membranes,19,N,39:21.8,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,2.2 - 2.3: Quiz,20,N,29:22.1,Qz,,9,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,2.4 - 2.5 Quiz,21,N,15:23.9,Qz,,8,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,2.6: Quiz,22,N,04:49.0,Qz,,7,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,Unit 2 Assessment: Test,23,N,52:29.2,Qz,,26,0,30,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,3.1: Models of the Integumentary System,24,N,14:02.4,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,3.2 - 3.3: Quiz,25,N,07:10.7,Qz,,8,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,3.4: Skin Twin - Discussion Board,26,N,04:22.4,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,Unit 3 Assessment: UV Exposure Lab,27,N,58:13.8,Hw,,30,0,30,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,PROGRESS CHECK 2 @ 03-16-16,28,P,NULL,,,216.75,235,235,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,4.2: Balloon Skull Lab,29,N,21:43.0,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,4.1 - 4.3: Quiz,30,N,50:03.4,Qz,,6,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,4.4: Quiz,31,N,00:18.4,Qz,,9,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,4.5: Muscle Movements in our Daily Life,32,N,49:03.8,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,4.6: Soda and Osteoporosis Research Writing,33,N,51:15.8,Hw,,9.63,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,Unit 4 Assessment: Test,34,N,36:51.3,Qz,,25,0,30,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,5.1: Quiz,35,N,34:21.0,Qz,,6,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,5.4: Muscle Tissue Types Chart,36,N,54:11.8,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,5.2 - 5.4: Quiz,37,N,39:46.2,Qz,,5,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,PROGRESS CHECK 3 @ 04-19-16,38,P,NULL,,,307.38,345,345,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,5.5: Naming Skeletal Muscle - Discussion Board,39,N,20:04.8,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,5.6: Quiz,40,N,46:21.0,Qz,,9,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,Unit 5 Assessment: Fitness Class Poster,41,N,33:23.9,Hw,,30,0,30,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,6.1: Quiz,42,N,25:09.6,Qz,,8,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,6.2: Helmet Law - Discussion Board,43,N,07:36.2,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,6.3 - 6.4: Quiz,44,N,31:59.5,Qz,,7,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,6.5: Diagramming the Nervous System,45,N,16:42.5,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,Unit 6 Assessment: Test,46,N,51:10.4,Qz,,21,0,30,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,PROGRESS CHECK 4 @ 05-16-16,47,P,NULL,,,412.38,465,465,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,7.1: Quiz,48,N,44:58.1,Qz,,9,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,7.2: Virtual Eye Dissection,49,N,43:27.2,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,7.3: Anatomy and Physiology of Hearing Flow Chart,50,N,55:53.0,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,7.4: Quiz,51,N,21:42.4,Qz,,9,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,Unit 7 Assessment: Create Your Own Senses Experiment,52,N,NULL,Hw,,NULL,0,30,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,8.1 - 8.3: Quiz,53,N,NULL,Qz,,NULL,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,8.4: Negative Feedback Loops of the Endocrine Pancreas,54,N,53:12.2,Hw,,10,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,8.5: Modeling Leptin and Obesity,55,N,NULL,Hw,,NULL,0,10,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,Unit 8 Assessment: Test,56,N,NULL,Qz,,NULL,0,30,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,Final Exam,57,N,NULL,,,NULL,0,30,53:43.4
AnPhA-S216-02,94898,Approved/Enrolled,Other,F,73.6608,POINTS EARNED & TOTAL COURSE POINTS,58,T,NULL,,,460.38,0,625,53:43.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,POINTS EARNED & TOTAL COURSE POINTS,6,T,NULL,,,436.755,0,625,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,WORK ATTEMPTED,7,T,NULL,,,436.755,575,575,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,0.1: Message Your Instructor,8,N,28:08.4,,,5,0,5,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,0.2: Intro Assignment - Discussion Board,9,N,44:53.8,Hw,,5,0,5,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,0.3: Intro Assignment - Submitting Files,10,N,22:42.4,Hw,,5,0,5,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,1.1: Quiz,11,N,38:16.6,Qz,,10,0,10,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,1.2: Quiz,12,N,16:35.4,Qz,,9,0,10,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,1.3: Create a Living Creature,13,N,12:58.1,Hw,,10,0,10,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,1.3: Create a Living Creature - Discussion Board,14,N,04:22.2,Hw,,10,0,10,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,1.4: Negative Feedback Loop Flowchart,15,N,24:06.2,Hw,,9.5,0,10,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,1.5: Quiz,16,N,26:00.9,Qz,,6.875,0,10,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,Unit 1 Assessment: Pickle Autopsy Lab,17,N,NULL,Hw,,NULL,0,30,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,PROGRESS CHECK 1 @ 02-18-16,18,P,NULL,,,70.375,105,105,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,2.1: Types of Membranes,19,N,28:10.7,Hw,,10,0,10,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,2.2 - 2.3: Quiz,20,N,41:35.9,Qz,,9,0,10,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,2.4 - 2.5 Quiz,21,N,00:17.0,Qz,,5,0,10,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,2.6: Quiz,22,N,56:34.4,Qz,,6,0,10,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,Unit 2 Assessment: Test,23,N,19:49.0,Qz,,19,0,30,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,3.1: Models of the Integumentary System,24,N,55:08.3,Hw,,10,0,10,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,3.2 - 3.3: Quiz,25,N,17:48.0,Qz,,9,0,10,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,3.4: Skin Twin - Discussion Board,26,N,16:04.2,Hw,,7,0,10,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,Unit 3 Assessment: UV Exposure Lab,27,N,53:24.2,Hw,,30,0,30,25:00.4
AnPhA-S216-02,94903,Approved/Enrolled,Course Unavailable at Local School,F,69.8808,PROGRESS CHECK 2 @ 03-16-16,28,P,NULL,,,175.375,235,235,25:00.4
