code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,module_presentation_length,date_registration,date_unregistration
BBB,2014J,2520290,F,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,262,-22,NA
BBB,2014J,2520649,F,Ireland,Lower Than A Level,80-90%,35-55,0,60,N,Pass,262,5,NA
BBB,2014J,2537934,M,East Anglian Region,HE Qualification,90-100%,55<=,0,120,N,Fail,262,-38,NA
BBB,2014J,2542310,F,London Region,Lower Than A Level,40-50%,0-35,2,60,N,Fail,262,-99,NA
BBB,2014J,2545047,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,262,-17,NA
BBB,2014J,2552708,M,South East Region,Lower Than A Level,40-50%,35-55,1,60,N,Pass,262,-71,NA
BBB,2014J,2559992,F,Scotland,Lower Than A Level,80-90%,0-35,1,120,N,Fail,262,-14,NA
BBB,2014J,2567715,M,West Midlands Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,262,-32,NA
BBB,2014J,2570396,F,South Region,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,262,-157,NA
BBB,2014J,2576637,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction,262,-22,NA
BBB,2014J,2578532,F,South Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,262,-85,NA
BBB,2014J,2580626,F,South East Region,HE Qualification,80-90%,35-55,1,60,N,Distinction,262,-144,NA
BBB,2014J,2594368,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,262,-17,NA
BBB,2014J,2599784,F,South West Region,HE Qualification,30-40%,0-35,0,60,N,Pass,262,-102,NA
BBB,2014J,2603061,F,East Midlands Region,Lower Than A Level,60-70%,35-55,0,120,N,Withdrawn,262,-8,2
BBB,2014J,2603534,F,South East Region,A Level or Equivalent,10-20,35-55,0,60,Y,Withdrawn,262,-74,12
BBB,2014J,2609768,F,London Region,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,262,-51,3
BBB,2014J,2610170,F,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,262,-32,-16
BBB,2014J,2610745,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,262,-53,NA
BBB,2014J,2611512,F,Wales,Lower Than A Level,30-40%,0-35,0,60,N,Fail,262,-39,NA
BBB,2014J,2614271,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,1,120,N,Withdrawn,262,-30,12
BBB,2014J,2614777,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,262,-99,NA
BBB,2014J,2622652,F,South East Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,262,-95,NA
BBB,2014J,2623656,F,West Midlands Region,A Level or Equivalent,10-20,0-35,3,60,N,Pass,262,-147,NA
BBB,2014J,2627398,F,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,262,-25,171
BBB,2014J,2627493,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn,262,-156,-87
BBB,2014J,2629503,F,West Midlands Region,Lower Than A Level,80-90%,0-35,1,240,Y,Withdrawn,262,-30,12
BBB,2014J,2631298,F,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,262,-135,160
BBB,2014J,2634319,F,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,Distinction,262,-30,NA
BBB,2014J,2638403,F,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,262,-85,NA
BBB,2014J,2660510,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,262,-51,NA
BBB,2014J,2670300,F,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,262,-162,NA
BBB,2014J,2677541,F,Wales,Lower Than A Level,50-60%,0-35,1,120,N,Distinction,262,-22,NA
BBB,2014J,2681505,F,South Region,HE Qualification,80-90%,35-55,0,60,N,Pass,262,-35,NA
BBB,2014J,2681940,F,Scotland,A Level or Equivalent,30-40%,35-55,5,60,N,Pass,262,-36,NA
BBB,2014J,2682693,M,North Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail,262,-155,NA
BBB,2014J,2684107,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Withdrawn,262,-63,-2
BBB,2014J,2685247,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,262,-58,NA
BBB,2014J,2687739,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn,262,-4,5
BBB,2014J,2687858,F,West Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass,262,-136,NA
BBB,2014J,2688495,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Distinction,262,-53,NA
BBB,2014J,2688945,F,South Region,HE Qualification,40-50%,35-55,0,60,N,Pass,262,-101,NA
BBB,2014J,2692969,F,Scotland,HE Qualification,80-90%,35-55,0,75,N,Pass,262,-88,NA
BBB,2014J,2694919,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,120,Y,Pass,262,-127,NA
BBB,2014J,2698577,F,Wales,Lower Than A Level,50-60%,35-55,0,60,N,Fail,262,16,NA
BBB,2014J,2698588,F,Yorkshire Region,HE Qualification,30-40%,0-35,0,120,N,Distinction,262,4,NA
BBB,2014J,2698591,F,Wales,Lower Than A Level,90-100%,35-55,0,180,N,Withdrawn,262,12,33
CCC,2014B,28418,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,241,-37,NA
CCC,2014B,29764,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,90,N,Distinction,241,-34,NA
CCC,2014B,29820,M,East Anglian Region,HE Qualification,40-50%,0-35,0,60,N,Pass,241,-57,NA
CCC,2014B,40333,M,North Region,HE Qualification,0-10%,35-55,0,30,N,Withdrawn,241,-30,17
CCC,2014B,40604,M,Ireland,A Level or Equivalent,NA,35-55,0,30,N,Pass,241,-17,NA
CCC,2014B,42638,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Pass,241,-52,NA
CCC,2014B,45664,M,Yorkshire Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,241,-173,137
CCC,2014B,46605,M,East Anglian Region,HE Qualification,60-70%,35-55,0,60,N,Distinction,241,-54,NA
CCC,2014B,49119,M,Ireland,HE Qualification,NA,0-35,0,90,N,Distinction,241,-74,NA
CCC,2014B,50263,M,West Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn,241,-113,45
CCC,2014B,51576,F,London Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,241,-100,66
CCC,2014B,54391,M,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,241,-4,109
CCC,2014B,57340,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,241,-58,NA
CCC,2014B,59541,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Withdrawn,241,-1,27
CCC,2014B,62278,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,40,N,Fail,241,-54,NA
CCC,2014B,64296,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,241,-25,NA
CCC,2014B,66254,F,Ireland,A Level or Equivalent,NA,0-35,0,30,N,Fail,241,-26,NA
CCC,2014B,69489,M,South West Region,Lower Than A Level,80-90%,0-35,0,150,N,Withdrawn,241,-268,-204
CCC,2014B,69494,F,Yorkshire Region,No Formal quals,20-30%,0-35,0,80,N,Withdrawn,241,-103,22
CCC,2014B,69703,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass,241,-124,NA
CCC,2014B,70381,M,Scotland,HE Qualification,30-40%,35-55,0,30,N,Pass,241,-37,NA
CCC,2014B,70771,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,241,-17,115
CCC,2014B,74290,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,241,-47,65
CCC,2014B,75454,M,South West Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,241,-92,NA
CCC,2014B,75469,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,210,N,Withdrawn,241,-97,-22
CCC,2014B,75728,F,South West Region,HE Qualification,30-40%,35-55,0,30,N,Fail,241,-23,NA
CCC,2014B,79461,M,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn,241,-62,215
CCC,2014B,80329,M,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn,241,-156,66
CCC,2014B,82575,M,West Midlands Region,HE Qualification,80-90%,0-35,0,30,N,Distinction,241,-29,NA
CCC,2014B,83219,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,241,-29,NA
CCC,2014B,83453,M,West Midlands Region,HE Qualification,40-50%,35-55,0,30,N,Withdrawn,241,-68,125
CCC,2014B,84299,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,241,-57,149
CCC,2014B,86047,F,Wales,HE Qualification,20-30%,0-35,0,30,N,Withdrawn,241,-138,68
CCC,2014B,88758,M,North Region,Post Graduate Qualification,NA,35-55,0,330,N,Withdrawn,241,-138,-59
CCC,2014B,94484,M,West Midlands Region,Lower Than A Level,20-30%,35-55,0,120,Y,Pass,241,-107,NA
CCC,2014B,95906,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,241,-27,NA
CCC,2014B,96538,M,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,241,-26,NA
CCC,2014B,97486,M,North Western Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,241,-34,0
CCC,2014B,100621,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,241,-25,45
CCC,2014B,105523,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Pass,241,-25,NA
CCC,2014B,107028,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,241,-176,201
CCC,2014B,107339,F,Scotland,HE Qualification,10-20,0-35,0,60,N,Pass,241,-178,NA
CCC,2014B,108834,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,241,-45,226
CCC,2014B,108947,M,Scotland,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,241,-102,-12
CCC,2014B,116174,M,London Region,A Level or Equivalent,40-50%,35-55,0,90,N,Withdrawn,241,-24,10
CCC,2014B,116518,M,London Region,HE Qualification,30-40%,0-35,0,80,N,Pass,241,-122,NA
CCC,2014B,117232,M,Ireland,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,241,-61,NA
CCC,2014B,118098,M,East Midlands Region,HE Qualification,60-70%,0-35,0,30,N,Fail,241,-26,NA
CCC,2014B,119353,M,North Region,A Level or Equivalent,30-40%,35-55,0,90,N,Withdrawn,241,-115,18
CCC,2014B,119729,M,East Anglian Region,HE Qualification,90-100%,35-55,0,30,N,Withdrawn,241,-24,61
CCC,2014B,122392,M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,241,-17,NA
CCC,2014B,123598,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,Y,Withdrawn,241,-144,207
CCC,2014B,124124,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,241,-148,5
CCC,2014B,124193,M,East Anglian Region,HE Qualification,40-50%,35-55,0,30,N,Distinction,241,-29,NA
CCC,2014B,126337,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,75,N,Withdrawn,241,-101,34
CCC,2014B,126394,M,Wales,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,241,-17,NA
CCC,2014B,126395,M,London Region,A Level or Equivalent,20-30%,0-35,0,30,Y,Pass,241,-257,NA
CCC,2014B,128510,F,Scotland,Lower Than A Level,50-60%,0-35,0,180,N,Withdrawn,241,-185,58
CCC,2014B,129198,F,North Western Region,HE Qualification,20-30%,35-55,0,150,Y,Withdrawn,241,-29,161
CCC,2014B,129638,F,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Withdrawn,241,-29,101
CCC,2014B,129878,M,East Midlands Region,Lower Than A Level,40-50%,35-55,0,45,N,Fail,241,-172,NA
CCC,2014B,131145,M,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction,241,-54,NA
CCC,2014B,131695,F,East Midlands Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,241,-128,-52
CCC,2014B,131933,M,Scotland,Post Graduate Qualification,60-70%,35-55,0,30,N,Withdrawn,241,-75,132
CCC,2014B,132191,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn,241,-176,57
CCC,2014B,133104,M,London Region,Lower Than A Level,10-20,0-35,0,120,Y,Distinction,241,-26,NA
CCC,2014B,134025,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,241,-166,135
CCC,2014B,135330,M,Scotland,HE Qualification,90-100%,35-55,0,60,N,Fail,241,-22,NA
CCC,2014B,135792,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,241,-142,NA
CCC,2014B,139190,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,150,N,Withdrawn,241,-232,0
CCC,2014B,142935,F,London Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,241,-23,NA
CCC,2014B,145282,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Distinction,241,-67,NA
CCC,2014B,146125,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,241,-150,-86
CCC,2014B,147675,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,30,N,Withdrawn,241,-158,89
CCC,2014B,151549,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,30,N,Fail,241,-95,NA
CCC,2014B,152428,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,241,-24,NA
CCC,2014B,152962,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,241,-26,NA
CCC,2014B,153687,F,South Region,A Level or Equivalent,60-70%,35-55,0,400,N,Withdrawn,241,-37,-30
CCC,2014B,153788,M,North Western Region,No Formal quals,20-30%,0-35,0,90,N,Withdrawn,241,-243,23
CCC,2014B,155067,M,North Western Region,Lower Than A Level,0-10%,35-55,0,45,N,Fail,241,-92,NA
CCC,2014B,155963,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,241,-22,NA
CCC,2014B,157310,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,210,N,Withdrawn,241,-53,-1
CCC,2014B,160300,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,241,-201,NA
CCC,2014B,162650,M,West Midlands Region,HE Qualification,40-50%,35-55,0,30,N,Fail,241,-23,NA
CCC,2014B,165647,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,241,-190,143
CCC,2014B,165733,M,Scotland,A Level or Equivalent,20-30%,0-35,0,90,Y,Withdrawn,241,-79,171
CCC,2014B,166160,F,South Region,HE Qualification,80-90%,0-35,0,30,N,Distinction,241,-25,NA
CCC,2014B,167791,M,North Western Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,241,-109,NA
CCC,2014B,168178,M,London Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Pass,241,-109,NA
CCC,2014B,169380,M,East Midlands Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,241,-34,NA
CCC,2014B,170025,F,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn,241,-29,109
CCC,2014B,170864,M,Scotland,HE Qualification,90-100%,35-55,0,60,Y,Distinction,241,-26,NA
CCC,2014B,171896,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,241,-68,18
CCC,2014B,172301,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,241,-176,34
CCC,2014B,172965,M,Scotland,Post Graduate Qualification,60-70%,35-55,0,150,N,Distinction,241,-166,NA
CCC,2014B,174807,F,South West Region,HE Qualification,20-30%,35-55,0,90,N,Withdrawn,241,-106,-26
CCC,2014B,175490,F,South Region,HE Qualification,40-50%,0-35,0,60,N,Distinction,241,-40,NA
CCC,2014B,177967,M,Scotland,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,241,-41,NA
CCC,2014B,178072,M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,241,-46,195
CCC,2014B,178496,M,North Region,HE Qualification,NA,0-35,0,30,N,Distinction,241,-148,NA
CCC,2014B,178654,F,Scotland,HE Qualification,60-70%,35-55,0,30,N,Withdrawn,241,-234,-88
CCC,2014B,179904,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,241,-215,NA
CCC,2014B,180976,M,North Region,Lower Than A Level,NA,35-55,0,30,N,Pass,241,-109,NA
CCC,2014B,183331,M,Ireland,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,241,-88,19
CCC,2014B,187435,F,South Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction,241,-1,NA
CCC,2014B,189428,F,South Region,Lower Than A Level,80-90%,0-35,0,30,Y,Pass,241,-23,NA
CCC,2014B,189624,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,150,N,Pass,241,-73,NA
CCC,2014B,191000,M,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Withdrawn,241,-124,20
CCC,2014B,191797,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,241,-27,NA
CCC,2014B,193163,M,Scotland,HE Qualification,70-80%,35-55,0,90,N,Fail,241,-29,NA
CCC,2014B,194377,F,Wales,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,241,-148,-148
CCC,2014B,197486,M,Wales,HE Qualification,60-70%,0-35,0,60,N,Withdrawn,241,-17,10
CCC,2014B,198902,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,241,-34,NA
CCC,2014B,200372,M,Scotland,HE Qualification,20-30%,35-55,0,120,N,Withdrawn,241,-311,150
CCC,2014B,201327,M,North Western Region,HE Qualification,90-100%,35-55,0,30,N,Fail,241,-16,NA
CCC,2014B,203707,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,150,N,Withdrawn,241,-26,12
CCC,2014B,204725,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,241,-80,NA
CCC,2014B,205398,M,London Region,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,241,-17,NA
CCC,2014B,205425,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,241,-244,NA
CCC,2014B,206245,M,North Western Region,HE Qualification,0-10%,35-55,0,40,N,Pass,241,-117,NA
CCC,2014B,206599,M,South West Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,241,-24,NA
CCC,2014B,227192,M,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,241,-23,NA
CCC,2014B,227752,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,241,-41,NA
CCC,2014B,227833,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,241,-71,-52
CCC,2014B,228153,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,90,N,Fail,241,-92,NA
CCC,2014B,228743,M,South East Region,Lower Than A Level,40-50%,35-55,0,90,N,Fail,241,-93,NA
CCC,2014B,229499,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,90,N,Fail,241,-57,NA
CCC,2014B,230340,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,241,-110,0
CCC,2014B,230761,M,North Region,A Level or Equivalent,80-90%,0-35,0,180,N,Fail,241,-12,NA
CCC,2014B,231339,F,Scotland,Post Graduate Qualification,80-90%,0-35,0,60,N,Distinction,241,-24,NA
CCC,2014B,232833,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,241,-12,74
CCC,2014B,233444,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,241,-51,182
CCC,2014B,234068,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,90,N,Fail,241,-213,NA
CCC,2014B,234311,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,241,-45,NA
CCC,2014B,234740,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn,241,-26,132
CCC,2014B,235175,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,90,Y,Withdrawn,241,-54,-40
CCC,2014B,236205,M,Ireland,HE Qualification,NA,35-55,0,30,N,Pass,241,-24,NA
CCC,2014B,236620,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,241,-241,NA
CCC,2014B,237934,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Fail,241,-12,NA
CCC,2014B,239707,M,Wales,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn,241,-134,122
CCC,2014B,241955,M,South West Region,HE Qualification,30-40%,0-35,0,60,N,Fail,241,-114,NA
CCC,2014B,242778,M,Scotland,HE Qualification,90-100%,35-55,0,90,N,Withdrawn,241,-135,25
CCC,2014B,242858,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,241,-29,NA
CCC,2014B,243351,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,241,-187,-155
CCC,2014B,244902,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,30,N,Withdrawn,241,-15,20
CCC,2014B,244977,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,241,-72,NA
CCC,2014B,245217,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,235,N,Withdrawn,241,-186,160
CCC,2014B,245494,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Withdrawn,241,-137,118
CCC,2014B,246248,F,South West Region,HE Qualification,40-50%,0-35,0,60,N,Fail,241,-24,NA
CCC,2014B,247819,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,241,-22,NA
CCC,2014B,248252,F,Yorkshire Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn,241,-87,0
CCC,2014B,250092,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,241,-29,NA
CCC,2014B,251385,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,241,-93,NA
CCC,2014B,253859,M,Scotland,A Level or Equivalent,90-100%,0-35,0,30,N,Distinction,241,-45,NA
CCC,2014B,255140,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,241,-29,16
CCC,2014B,255310,M,East Midlands Region,HE Qualification,80-90%,0-35,0,90,N,Pass,241,-166,NA
CCC,2014B,256532,M,South Region,A Level or Equivalent,50-60%,35-55,0,70,N,Withdrawn,241,-17,49
CCC,2014B,260062,M,Scotland,HE Qualification,90-100%,0-35,0,150,N,Withdrawn,241,-107,38
CCC,2014B,260949,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,150,N,Pass,241,-24,NA
CCC,2014B,261042,M,London Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail,241,-20,NA
CCC,2014B,261265,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail,241,-43,NA
CCC,2014B,261615,M,Yorkshire Region,HE Qualification,20-30%,0-35,0,60,N,Pass,241,-29,NA
CCC,2014B,262391,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,240,Y,Withdrawn,241,-41,132
CCC,2014B,264159,M,South West Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,241,-29,NA
CCC,2014B,264285,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,241,-106,-81
CCC,2014B,266040,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,241,-52,45
CCC,2014B,266558,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,90,Y,Withdrawn,241,-222,145
CCC,2014B,266915,M,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,241,-166,46
CCC,2014B,267118,F,South West Region,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn,241,-65,103
CCC,2014B,268018,M,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,241,-101,172
CCC,2014B,268127,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Withdrawn,241,-310,-24
CCC,2014B,269676,M,North Western Region,Lower Than A Level,20-30%,35-55,0,90,N,Pass,241,-17,NA
CCC,2014B,272103,M,Scotland,A Level or Equivalent,30-40%,35-55,0,90,Y,Withdrawn,241,-135,-23
CCC,2014B,277577,F,London Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,241,-26,-23
CCC,2014B,277809,M,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,Withdrawn,241,-152,-53
CCC,2014B,278861,M,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,241,-305,226
CCC,2014B,279868,F,Yorkshire Region,HE Qualification,30-40%,0-35,0,120,N,Pass,241,-185,NA
CCC,2014B,279883,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,150,N,Withdrawn,241,-187,0
CCC,2014B,281261,M,Ireland,HE Qualification,80-90%,0-35,0,30,N,Withdrawn,241,-34,97
CCC,2014B,281801,M,Wales,Post Graduate Qualification,80-90%,35-55,0,30,N,Distinction,241,-138,NA
CCC,2014B,282193,M,North Western Region,No Formal quals,20-30%,0-35,0,30,N,Pass,241,-29,NA
CCC,2014B,283798,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,241,-22,NA
CCC,2014B,284812,M,Ireland,HE Qualification,80-90%,35-55,0,30,N,Distinction,241,-34,NA
CCC,2014B,285170,M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,241,-17,NA
CCC,2014B,285475,M,Yorkshire Region,HE Qualification,30-40%,0-35,0,160,N,Pass,241,-29,NA
CCC,2014B,289009,M,Yorkshire Region,HE Qualification,10-20,35-55,0,150,N,Pass,241,-68,NA
CCC,2014B,289397,M,South East Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Withdrawn,241,-29,22
CCC,2014B,290382,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,241,-177,30
CCC,2014B,291805,F,Wales,HE Qualification,10-20,0-35,0,30,N,Pass,241,-87,NA
CCC,2014B,294578,M,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,241,-52,7
CCC,2014B,295893,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Withdrawn,241,-85,164
CCC,2014B,296411,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,241,-22,NA
CCC,2014B,298040,F,South Region,HE Qualification,80-90%,35-55,0,30,N,Pass,241,-123,NA
CCC,2014B,300059,M,South Region,A Level or Equivalent,40-50%,0-35,0,180,Y,Pass,241,-24,NA
CCC,2014B,300594,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Withdrawn,241,-201,108
CCC,2014B,300611,M,North Western Region,HE Qualification,0-10%,0-35,0,120,N,Withdrawn,241,-151,149
CCC,2014B,301232,M,South West Region,HE Qualification,60-70%,0-35,0,30,N,Pass,241,-106,NA
CCC,2014B,305783,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,241,-93,13
CCC,2014B,305876,M,Scotland,HE Qualification,50-60%,0-35,0,120,Y,Fail,241,-25,NA
CCC,2014B,305974,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,241,-79,-40
CCC,2014B,306150,M,Scotland,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,241,-151,-91
